,0,1,2
444,1995,2,439
445,1995,3,614
446,1995,4,247
447,1995,5,31
448,1995,6,245
449,1995,7,99
450,1995,8,741
451,1995,9,165
452,1995,10,219
453,1995,11,129
454,1995,12,726
455,1996,1,1115
456,1996,2,1905
457,1996,3,648
458,1996,4,731
459,1996,5,50
460,1996,6,53
461,1996,7,464
462,1996,8,371
463,1996,9,1979
464,1996,10,1010
465,1996,11,203
466,1996,12,128
467,1997,1,68
468,1997,2,1033
469,1997,3,671
470,1997,4,272
471,1997,5,91
472,1997,6,837
473,1997,7,508
474,1997,8,695
475,1997,9,708
476,1997,10,428
477,1997,11,724
478,1997,12,435
479,1998,1,120
480,1998,2,492
481,1998,3,253
482,1998,4,123
483,1998,5,308
484,1998,6,58
485,1998,7,302
486,1998,8,1199
487,1998,9,290
488,1998,10,599
489,1998,11,840
490,1998,12,464
491,1999,1,707
492,1999,2,495
493,1999,3,228
494,1999,4,118
495,1999,5,640
496,1999,6,283
497,1999,7,454
498,1999,8,302
499,1999,9,774
500,1999,10,1303
501,1999,11,374
502,1999,12,671
503,2000,1,142
504,2000,2,478
505,2000,3,347
506,2000,4,98
507,2000,5,337
508,2000,6,6
509,2000,7,148
510,2000,8,428
511,2000,9,723
512,2000,10,935
513,2000,11,503
514,2000,12,107
515,2001,1,952
516,2001,2,1048
517,2001,3,337
518,2001,4,11
519,2001,5,130
520,2001,6,104
521,2001,7,0
522,2001,8,408
523,2001,9,495
524,2001,10,290
525,2001,11,665
526,2001,12,97
527,2002,1,419
528,2002,2,604
529,2002,3,255
530,2002,4,940
531,2002,5,568
532,2002,6,44
533,2002,7,711
534,2002,8,589
535,2002,9,236
536,2002,10,1105
537,2002,11,772
538,2002,12,1252
539,2003,1,557
540,2003,2,967
541,2003,3,620
542,2003,4,526
543,2003,5,27
544,2003,6,37
545,2003,7,504
546,2003,8,594
547,2003,9,693
548,2003,10,389
549,2003,11,1050
550,2003,12,92
551,2004,1,973
552,2004,2,296
553,2004,3,998
554,2004,4,1585
555,2004,5,69
556,2004,6,14
557,2004,7,432
558,2004,8,871
559,2004,9,2309
560,2004,10,286
561,2004,11,303
562,2004,12,210
563,2005,1,354
564,2005,2,153
565,2005,3,425
566,2005,4,161
567,2005,5,133
568,2005,6,339
569,2005,7,738
570,2005,8,373
571,2005,9,262
572,2005,10,407
573,2005,11,394
574,2005,12,1057
575,2006,1,1417
576,2006,2,890
577,2006,3,717
578,2006,4,790
579,2006,5,382
580,2006,6,231
581,2006,7,254
582,2006,8,256
583,2006,9,299
584,2006,10,245
585,2006,11,188
586,2006,12,1007
587,2007,1,371
588,2007,2,709
589,2007,3,1298
590,2007,4,364
591,2007,5,245
592,2007,6,138
593,2007,7,126
594,2007,8,102
595,2007,9,561
596,2007,10,834
597,2007,11,268
598,2007,12,2992
599,2008,1,3889
600,2008,2,1291
601,2008,3,1137
602,2008,4,108
603,2008,5,158
604,2008,6,121
605,2008,7,1269
606,2008,8,1024
607,2008,9,2283
608,2008,10,494
609,2009,8,161
610,2009,9,21
611,2009,10,196
612,2009,11,551
613,2009,11,95
614,2009,12,570
615,2010,1,460
616,2010,2,390
617,2010,3,472
618,2010,4,469
619,2010,5,318
620,2010,6,40
621,2010,7,57
622,2010,8,485
623,2010,9,1530
624,2010,10,342
625,2010,11,2
626,2010,12,1041
627,2011,1,860
628,2011,2,2346
629,2011,3,551
630,2011,4,810
631,2011,5,995
632,2011,6,345
